0,字,隋語拼音,聲符,小韻,反切,聲母,開合,等呼,韻母,聲調,《廣韻》韻目,平水韻,中古拼音,白氏拼音,他數據
19063,趟,tràŋ,尚,2960,猪孟,知,開,二,庚,去,去四十三映,去二十四敬,trangh,traengH,
19064,偵,tràŋ,貞,2960,猪孟,知,開,二,庚,去,去四十三映,去二十四敬,trangh,traengH,
19065,㡧,tràŋ,登,2960,猪孟,知,開,二,庚,去,去四十三映,去二十四敬,trangh,traengH,
19066,𩏠,tràŋ,登,2960,猪孟,知,開,二,庚,去,去四十三映,去二十四敬,trangh,traengH,
19067,牚,thràŋ,尚,2961,他孟,徹,開,二,庚,去,去四十三映,去二十四敬,thrangh,trhaengH,
19068,榜,pràŋ,方,2962,北孟,幫,開,二,庚,去,去四十三映,去二十四敬,prangh,paengH,
19069,𧻓,pràŋ,并,2962,北孟,幫,開,二,庚,去,去四十三映,去二十四敬,prangh,paengH,
19070,跰,pràŋ,并,2962,北孟,幫,開,二,庚,去,去四十三映,去二十四敬,prangh,paengH,
19071,鋥,dràŋ,呈,2963,除更,澄,開,二,庚,去,去四十三映,去二十四敬,drangh,draengH,
19072,𥊼,dràŋ,尚,2963,除更,澄,開,二,庚,去,去四十三映,去二十四敬,drangh,draengH,
19073,䂻,dràŋ,長,2963,除更,澄,開,二,庚,去,去四十三映,去二十四敬,drangh,draengH,
19074,生,srièŋ,生,2964,所敬,生,開,三,庚,去,去四十三映,去二十四敬,sriengh,sraengH,
19075,鼪,srièŋ,生,2964,所敬,生,開,三,庚,去,去四十三映,去二十四敬,sriengh,sraengH,
19076,貹,srièŋ,生,2964,所敬,生,開,三,庚,去,去四十三映,去二十四敬,sriengh,sraengH,
19077,迎,ŋrièŋ,卬,2965,魚敬,疑,開,三,庚,去,去四十三映,去二十四敬,ngiengh,ngjaengH,
19078,膨,bràŋ,彭,2966,蒲孟,並,開,二,庚,去,去四十三映,去二十四敬,brangh,baengH,
19079,䛭,qhràŋ,幸,2967,許更,曉,開,二,庚,去,去四十三映,去二十四敬,hrangh,xaengH,
19080,𥥈,qruàŋ,厷,2968,烏橫,影,合,二,庚,去,去四十三映,去二十四敬,qruangh,'waengH,
19081,諍,crèŋ,爭,2969,側迸,莊,開,二,耕,去,去四十四諍,去二十四敬,crengh,tsreangH,
19082,迸,prèŋ,并,2970,北諍,幫,開,二,耕,去,去四十四諍,去二十四敬,prengh,peangH,
19083,𠊧,brèŋ,並,2971,蒲迸,並,開,二,耕,去,去四十四諍,去二十四敬,brengh,beangH,
19084,䨻,brèŋ,䨻,2971,蒲迸,並,開,二,耕,去,去四十四諍,去二十四敬,brengh,beangH,
19085,䙬,qrèŋ,賏,2972,鷖迸,影,開,二,耕,去,去四十四諍,去二十四敬,qrengh,'eangH,
19086,嫈,qrèŋ,熒,2972,鷖迸,影,開,二,耕,去,去四十四諍,去二十四敬,qrengh,'eangH,
19087,鞕,ŋrèŋ,丙,2973,五爭,疑,開,二,耕,去,去四十四諍,去二十四敬,ngrengh,ngeangH,
19088,硬,ŋrèŋ,丙,2973,五爭,疑,開,二,耕,去,去四十四諍,去二十四敬,ngrengh,ngeangH,
19089,轟,qhruèŋ,轟,2974,呼迸,曉,合,二,耕,去,去四十四諍,去二十四敬,hruengh,xweangH,
19090,輷,qhruèŋ,勻,2974,呼迸,曉,合,二,耕,去,去四十四諍,去二十四敬,hruengh,xweangH,
19091,勁,kièŋ,坙,2975,居正,見,開,三,清,去,去四十五勁,去二十四敬,kjengh,kjiengH,
19092,倩,chièŋ,生,2976,七政,清,開,三,清,去,去四十五勁,去二十四敬,chiengh,tshjengH,
19093,凊,chièŋ,生,2976,七政,清,開,三,清,去,去四十五勁,去二十四敬,chiengh,tshjengH,
19094,政,tièŋ,正,2977,之盛,章,開,三,清,去,去四十五勁,去二十四敬,cjengh,tsyengH,
19095,正,tièŋ,正,2977,之盛,章,開,三,清,去,去四十五勁,去二十四敬,cjengh,tsyengH,
19096,証,tièŋ,正,2977,之盛,章,開,三,清,去,去四十五勁,去二十四敬,cjengh,tsyengH,
19097,鴊,tièŋ,正,2977,之盛,章,開,三,清,去,去四十五勁,去二十四敬,cjengh,tsyengH,
19098,聖,shièŋ,聖,2978,式正,書,開,三,清,去,去四十五勁,去二十四敬,sjengh,syengH,
19099,鄭,drièŋ,奠,2979,直正,澄,開,三,清,去,去四十五勁,去二十四敬,driengh,drjengH,
19100,呈,drièŋ,呈,2979,直正,澄,開,三,清,去,去四十五勁,去二十四敬,driengh,drjengH,
19101,㽀,drièŋ,奠,2979,直正,澄,開,三,清,去,去四十五勁,去二十四敬,driengh,drjengH,
19102,遉,thrièŋ,貞,2980,丑鄭,徹,開,三,清,去,去四十五勁,去二十四敬,thriengh,trhjengH,
19103,偵,thrièŋ,貞,2980,丑鄭,徹,開,三,清,去,去四十五勁,去二十四敬,thriengh,trhjengH,
19104,靗,thrièŋ,生,2980,丑鄭,徹,開,三,清,去,去四十五勁,去二十四敬,thriengh,trhjengH,
19105,性,sièŋ,生,2981,息正,心,開,三,清,去,去四十五勁,去二十四敬,siengh,sjengH,
19106,姓,sièŋ,生,2981,息正,心,開,三,清,去,去四十五勁,去二十四敬,siengh,sjengH,
19107,令,lièŋ,令,2982,力政,來,開,三,清,去,去四十五勁,去二十四敬,liengh,ljiengH,
19108,詅,lièŋ,令,2982,力政,來,開,三,清,去,去四十五勁,去二十四敬,liengh,ljiengH,
19109,聘,phièŋ,甹,2983,匹正,滂,開,三,清,去,去四十五勁,去二十四敬,phjengh,phjiengH,
19110,娉,phièŋ,甹,2983,匹正,滂,開,三,清,去,去四十五勁,去二十四敬,phjengh,phjiengH,
19111,俜,phièŋ,甹,2983,匹正,滂,開,三,清,去,去四十五勁,去二十四敬,phjengh,phjiengH,
19112,敻,qhyèŋ,夐,2984,休正,曉,合,三,清,去,去四十五勁,去二十四敬,hjyengh,xjwiengH,
19113,詗,qhyèŋ,冋,2984,休正,曉,合,三,清,去,去四十五勁,去二十四敬,hjyengh,xjwiengH,
19114,醟,qhyèŋ,熒,2984,休正,曉,合,三,清,去,去四十五勁,去二十四敬,hjyengh,xjwiengH,
19115,矎,qhyèŋ,夐,2984,休正,曉,合,三,清,去,去四十五勁,去二十四敬,hjyengh,xjwiengH,
19116,摒,pièŋ,并,2985,畀政,幫,開,三,清,去,去四十五勁,去二十四敬,pjengh,pjiengH,
19117,併,pièŋ,并,2985,畀政,幫,開,三,清,去,去四十五勁,去二十四敬,pjengh,pjiengH,
19118,并,pièŋ,并,2985,畀政,幫,開,三,清,去,去四十五勁,去二十四敬,pjengh,pjiengH,
19119,偋,bièŋ,并,2986,防正,並,開,三,清,去,去四十五勁,去二十四敬,bjengh,bjiengH,
19120,庰,bièŋ,并,2986,防正,並,開,三,清,去,去四十五勁,去二十四敬,bjengh,bjiengH,
19121,淨,dzièŋ,爭,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19122,㵾,dzièŋ,生,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19123,穽,dzièŋ,井,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19124,䝼,dzièŋ,生,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19125,靚,dzièŋ,生,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19126,請,dzièŋ,生,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19127,婧,dzièŋ,生,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19128,𩓞,dzièŋ,爭,2987,疾政,從,開,三,清,去,去四十五勁,去二十四敬,ziengh,dzjengH,
19129,盛,dièŋ,成,2988,承正,常,開,三,清,去,去四十五勁,去二十四敬,zjengh,dzyengH,
19130,墭,dièŋ,成,2988,承正,常,開,三,清,去,去四十五勁,去二十四敬,zjengh,dzyengH,
19131,晟,dièŋ,成,2988,承正,常,開,三,清,去,去四十五勁,去二十四敬,zjengh,dzyengH,
19132,詺,mièŋ,名,2989,彌正,明,開,三,清,去,去四十五勁,去二十四敬,mjengh,mjiengH,
19133,輕,khièŋ,坙,2990,墟正,溪,開,三,清,去,去四十五勁,去二十四敬,khjengh,khjiengH,
19134,𣢝,qhièŋ,令,2991,許令,曉,開,三,清,去,去四十五勁,去二十四敬,hjengh,xjiengH,
19135,𩈡,qhièŋ,坙,2991,許令,曉,開,三,清,去,去四十五勁,去二十四敬,hjengh,xjiengH,
19136,精,cièŋ,生,2992,子姓,精,開,三,清,去,去四十五勁,去二十四敬,ciengh,tsjengH,
19137,徑,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19138,經,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19139,逕,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19140,𠲮,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19141,俓,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19142,𩰹,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19143,桱,kèŋ,坙,2993,古定,見,開,四,青,去,去四十六徑,去二十五徑,kengh,kengH,
19144,寗,nèŋ,寧,2994,乃定,泥,開,四,青,去,去四十六徑,去二十五徑,nengh,nengH,
19145,佞,nèŋ,佞,2994,乃定,泥,開,四,青,去,去四十六徑,去二十五徑,nengh,nengH,
19146,濘,nèŋ,寧,2994,乃定,泥,開,四,青,去,去四十六徑,去二十五徑,nengh,nengH,
19147,鸋,nèŋ,寧,2994,乃定,泥,開,四,青,去,去四十六徑,去二十五徑,nengh,nengH,
19148,腥,sèŋ,生,2995,蘇佞,心,開,四,青,去,去四十六徑,去二十五徑,sengh,sengH,
19149,醒,sèŋ,生,2995,蘇佞,心,開,四,青,去,去四十六徑,去二十五徑,sengh,sengH,
19150,睲,sèŋ,生,2995,蘇佞,心,開,四,青,去,去四十六徑,去二十五徑,sengh,sengH,
19151,脛,xèŋ,坙,2996,胡定,匣,開,四,青,去,去四十六徑,去二十五徑,ghengh,hengH,
19152,踁,xèŋ,坙,2996,胡定,匣,開,四,青,去,去四十六徑,去二十五徑,ghengh,hengH,
19153,定,dèŋ,正,2997,徒徑,定,開,四,青,去,去四十六徑,去二十五徑,dengh,dengH,
19154,掟,dèŋ,正,2997,徒徑,定,開,四,青,去,去四十六徑,去二十五徑,dengh,dengH,
19155,廷,dèŋ,廷,2997,徒徑,定,開,四,青,去,去四十六徑,去二十五徑,dengh,dengH,
19156,錠,dèŋ,正,2997,徒徑,定,開,四,青,去,去四十六徑,去二十五徑,dengh,dengH,
19157,矴,tèŋ,丁,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19158,釘,tèŋ,丁,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19159,訂,tèŋ,丁,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19160,定,tèŋ,正,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19161,飣,tèŋ,丁,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19162,奠,tèŋ,奠,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19163,𦘭,tèŋ,丁,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19164,顁,tèŋ,正,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19165,錠,tèŋ,正,2998,丁定,端,開,四,青,去,去四十六徑,去二十五徑,tengh,tengH,
19166,罄,khèŋ,殸,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19167,𥥻,khèŋ,坙,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19168,磬,khèŋ,殸,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19169,殸,khèŋ,殸,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19170,𪊑,khèŋ,幵,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19171,𨆪,khèŋ,坙,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19172,鑋,khèŋ,坙,2999,苦定,溪,開,四,青,去,去四十六徑,去二十五徑,khengh,khengH,
19173,聽,thèŋ,聖,3000,他定,透,開,四,青,去,去四十六徑,去二十五徑,thengh,thengH,
19174,汀,thèŋ,丁,3000,他定,透,開,四,青,去,去四十六徑,去二十五徑,thengh,thengH,
19175,侹,thèŋ,廷,3000,他定,透,開,四,青,去,去四十六徑,去二十五徑,thengh,thengH,
19176,靘,chèŋ,生,3001,千定,清,開,四,青,去,去四十六徑,去二十五徑,chengh,tshengH,
19177,掅,chèŋ,生,3001,千定,清,開,四,青,去,去四十六徑,去二十五徑,chengh,tshengH,
19178,䒌,mèŋ,冥,3002,莫定,明,開,四,青,去,去四十六徑,去二十五徑,mengh,mengH,
19179,暝,mèŋ,冥,3002,莫定,明,開,四,青,去,去四十六徑,去二十五徑,mengh,mengH,
19180,鎣,quèŋ,熒,3003,烏定,影,開,四,青,去,去四十六徑,去二十五徑,quengh,'engH,
19181,瑩,quèŋ,熒,3003,烏定,影,開,四,青,去,去四十六徑,去二十五徑,quengh,'engH,
19182,𢣙,quèŋ,熒,3003,烏定,影,開,四,青,去,去四十六徑,去二十五徑,quengh,'engH,
19183,瀅,quèŋ,熒,3003,烏定,影,開,四,青,去,去四十六徑,去二十五徑,quengh,'engH,
19184,零,lèŋ,令,3004,郎定,來,開,四,青,去,去四十六徑,去二十五徑,lengh,lengH,
19185,𢺰,lèŋ,霝,3004,郎定,來,開,四,青,去,去四十六徑,去二十五徑,lengh,lengH,
19186,令,lèŋ,令,3004,郎定,來,開,四,青,去,去四十六徑,去二十五徑,lengh,lengH,
19187,證,tiə̀ŋ,登,3005,諸應,章,開,三,蒸,去,去四十七證,去二十五徑,cjingh,tsyingH,
19188,烝,tiə̀ŋ,丞,3005,諸應,章,開,三,蒸,去,去四十七證,去二十五徑,cjingh,tsyingH,
19189,孕,jiə̀ŋ,孕,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19190,䵴,jiə̀ŋ,黽,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19191,賸,jiə̀ŋ,朕,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19192,媵,jiə̀ŋ,朕,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19193,㑞,jiə̀ŋ,盡,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19194,鱦,jiə̀ŋ,黽,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19195,膡,jiə̀ŋ,朕,3006,以證,以,開,三,蒸,去,去四十七證,去二十五徑,jingh,yingH,
19196,乗,zhiə̀ŋ,乗,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19197,鱦,zhiə̀ŋ,黽,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19198,媵,zhiə̀ŋ,朕,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19199,𣎜,zhiə̀ŋ,黽,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19200,嵊,zhiə̀ŋ,乗,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19201,賸,zhiə̀ŋ,朕,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19202,剰,zhiə̀ŋ,乗,3007,實證,船,開,三,蒸,去,去四十七證,去二十五徑,zsjingh,zyingH,
19203,認,niə̀ŋ,刃,3008,而證,日,開,三,蒸,去,去四十七證,去二十五徑,njingh,nyingH,
19204,扔,niə̀ŋ,乃,3008,而證,日,開,三,蒸,去,去四十七證,去二十五徑,njingh,nyingH,
19205,芿,niə̀ŋ,乃,3008,而證,日,開,三,蒸,去,去四十七證,去二十五徑,njingh,nyingH,
19206,㭁,niə̀ŋ,乃,3008,而證,日,開,三,蒸,去,去四十七證,去二十五徑,njingh,nyingH,
19207,應,qiə̀ŋ,𤸰,3009,於證,影,開,三,蒸,去,去四十七證,去二十五徑,qingh,'ingH,
19208,譍,qiə̀ŋ,𤸰,3009,於證,影,開,三,蒸,去,去四十七證,去二十五徑,qingh,'ingH,
19209,噟,qiə̀ŋ,𤸰,3009,於證,影,開,三,蒸,去,去四十七證,去二十五徑,qingh,'ingH,
19210,甑,ciə̀ŋ,曾,3010,子孕,精,開,三,蒸,去,去四十七證,去二十五徑,cingh,tsingH,
19211,䰝,ciə̀ŋ,曾,3010,子孕,精,開,三,蒸,去,去四十七證,去二十五徑,cingh,tsingH,
19212,𩱭,ciə̀ŋ,曾,3010,子孕,精,開,三,蒸,去,去四十七證,去二十五徑,cingh,tsingH,
19213,䙢,ciə̀ŋ,曾,3010,子孕,精,開,三,蒸,去,去四十七證,去二十五徑,cingh,tsingH,
19214,興,qhiə̀ŋ,興,3011,許應,曉,開,三,蒸,去,去四十七證,去二十五徑,hingh,xingH,
19215,臖,qhiə̀ŋ,興,3011,許應,曉,開,三,蒸,去,去四十七證,去二十五徑,hingh,xingH,
19216,嬹,qhiə̀ŋ,興,3011,許應,曉,開,三,蒸,去,去四十七證,去二十五徑,hingh,xingH,
19217,勝,shiə̀ŋ,朕,3012,詩證,書,開,三,蒸,去,去四十七證,去二十五徑,sjingh,syingH,
19218,膡,shiə̀ŋ,朕,3012,詩證,書,開,三,蒸,去,去四十七證,去二十五徑,sjingh,syingH,
19219,蕂,shiə̀ŋ,朕,3012,詩證,書,開,三,蒸,去,去四十七證,去二十五徑,sjingh,syingH,
19220,榺,shiə̀ŋ,朕,3012,詩證,書,開,三,蒸,去,去四十七證,去二十五徑,sjingh,syingH,
19221,瞪,driə̀ŋ,登,3013,丈證,澄,開,三,蒸,去,去四十七證,去二十五徑,dringh,dringH,
19222,𪒘,driə̀ŋ,登,3013,丈證,澄,開,三,蒸,去,去四十七證,去二十五徑,dringh,dringH,
19223,𪑬,driə̀ŋ,丁,3013,丈證,澄,開,三,蒸,去,去四十七證,去二十五徑,dringh,dringH,
19224,𩜁,qhiə̀ŋ,夌,3014,黑甑,曉,開,三,蒸,去,去四十七證,去二十五徑,hingh,xingH,
19225,凭,bryə̀ŋ,凭,3015,皮證,並,開,三,蒸,去,去四十七證,去二十五徑,bingh,bingH,
19226,靐,bryə̀ŋ,靐,3015,皮證,並,開,三,蒸,去,去四十七證,去二十五徑,bingh,bingH,
19227,稱,thiə̀ŋ,爯,3016,昌孕,昌,開,三,蒸,去,去四十七證,去二十五徑,chjingh,tsyhingH,
19228,秤,thiə̀ŋ,秤,3016,昌孕,昌,開,三,蒸,去,去四十七證,去二十五徑,chjingh,tsyhingH,
19229,凝,ŋiə̀ŋ,仌,3017,牛𩜁,疑,開,三,蒸,去,去四十七證,去二十五徑,ngingh,ngingH,
19230,丞,diə̀ŋ,丞,3018,常證,常,開,三,蒸,去,去四十七證,去二十五徑,zjingh,dzyingH,
19231,覴,thriə̀ŋ,登,3019,丑證,徹,開,三,蒸,去,去四十七證,去二十五徑,thringh,trhingH,
19232,殑,giə̀ŋ,克,3020,其𩜁,群,開,三,蒸,去,去四十七證,去二十五徑,gingh,gingH,
19233,嶝,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19234,鐙,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19235,隥,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19236,橙,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19237,凳,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19238,𧀆,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19239,𩞬,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19240,磴,tə̀ŋ,登,3021,都鄧,端,開,一,登,去,去四十八嶝,去二十五徑,tongh,tongH,
19241,贈,dzə̀ŋ,曾,3022,昨亘,從,開,一,登,去,去四十八嶝,去二十五徑,zongh,dzongH,
19242,𪒟,dzə̀ŋ,曾,3022,昨亘,從,開,一,登,去,去四十八嶝,去二十五徑,zongh,dzongH,
19243,亘,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19244,堩,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19245,揯,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19246,縆,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19247,䱎,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19248,𥔂,kə̀ŋ,亙,3023,古鄧,見,開,一,登,去,去四十八嶝,去二十五徑,kongh,kongH,
19249,蹭,chə̀ŋ,曾,3024,千鄧,清,開,一,登,去,去四十八嶝,去二十五徑,chongh,tshongH,
19250,𠟂,chə̀ŋ,曾,3024,千鄧,清,開,一,登,去,去四十八嶝,去二十五徑,chongh,tshongH,
19251,鄧,də̀ŋ,登,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19252,蹬,də̀ŋ,登,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19253,僜,də̀ŋ,登,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19254,𣩟,də̀ŋ,登,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19255,䮴,də̀ŋ,登,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19256,幐,də̀ŋ,朕,3025,徒亘,定,開,一,登,去,去四十八嶝,去二十五徑,dongh,dongH,
19257,𢅴,mə̀ŋ,瞢,3026,武亘,明,開,一,登,去,去四十八嶝,去二十五徑,mongh,mongH,
19258,䲛,mə̀ŋ,瞢,3026,武亘,明,開,一,登,去,去四十八嶝,去二十五徑,mongh,mongH,
19259,懜,mə̀ŋ,瞢,3026,武亘,明,開,一,登,去,去四十八嶝,去二十五徑,mongh,mongH,
19260,𨮒,mə̀ŋ,瞢,3026,武亘,明,開,一,登,去,去四十八嶝,去二十五徑,mongh,mongH,
19261,𧀧,mə̀ŋ,瞢,3026,武亘,明,開,一,登,去,去四十八嶝,去二十五徑,mongh,mongH,
19262,𥦜,pə̀ŋ,朋,3027,方隥,幫,開,一,登,去,去四十八嶝,去二十五徑,pongh,pongH,
19263,堋,pə̀ŋ,朋,3027,方隥,幫,開,一,登,去,去四十八嶝,去二十五徑,pongh,pongH,
19264,倗,bə̀ŋ,朋,3028,父亘,並,開,一,登,去,去四十八嶝,去二十五徑,bongh,bongH,
19265,踜,lə̀ŋ,夌,3029,魯鄧,來,開,一,登,去,去四十八嶝,去二十五徑,longh,longH,
19266,㱥,lə̀ŋ,夌,3029,魯鄧,來,開,一,登,去,去四十八嶝,去二十五徑,longh,longH,
19267,增,cə̀ŋ,曾,3030,子鄧,精,開,一,登,去,去四十八嶝,去二十五徑,congh,tsongH,
19268,𡬙,sə̀ŋ,則,3031,思贈,心,開,一,登,去,去四十八嶝,去二十五徑,songh,songH,
19269,𤃶,thə̀ŋ,登,3032,台鄧,透,開,一,登,去,去四十八嶝,去二十五徑,thongh,thongH,
19270,宥,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19271,又,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19272,佑,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19273,右,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19274,祐,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19275,䀁,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19276,𥁓,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19277,酭,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19278,𩑣,xyù,尤,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19279,𤴨,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19280,囿,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19281,姷,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19282,忧,xyù,尤,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19283,䞥,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19284,侑,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19285,𦳩,xyù,又,3033,于救,云,開,三,尤,去,去四十九宥,去二十六宥,iuh,hjuwH,
19286,救,kyù,求,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19287,灸,kyù,久,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19288,廐,kyù,廐,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19289,究,kyù,九,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19290,㝌,kyù,久,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19291,疚,kyù,久,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19292,㲃,kyù,廐,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19293,𠣿,kyù,廐,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19294,𧧷,kyù,求,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19295,猶,kyù,酉,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19296,𨖏,kyù,廐,3034,居祐,見,開,三,尤,去,去四十九宥,去二十六宥,kiuh,kjuwH,
19297,胄,dryù,由,3035,直祐,澄,開,三,尤,去,去四十九宥,去二十六宥,driuh,drjuwH,
19298,冑,dryù,由,3035,直祐,澄,開,三,尤,去,去四十九宥,去二十六宥,driuh,drjuwH,
19299,𩊄,dryù,由,3035,直祐,澄,開,三,尤,去,去四十九宥,去二十六宥,driuh,drjuwH,
19300,酎,dryù,肘,3035,直祐,澄,開,三,尤,去,去四十九宥,去二十六宥,driuh,drjuwH,
19301,宙,dryù,由,3035,直祐,澄,開,三,尤,去,去四十九宥,去二十六宥,driuh,drjuwH,
